task_id,suite,model,variant,rep,correct,failure_stage,is_silent,tokens,final_answer,causal_attributed,source_file,source_dir
tabular_eda_04,synthetic,gpt-4o-mini,verifier,2,False,silent,True,2876,None,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_05,synthetic,gpt-4o-mini,verifier,0,True,none,False,576,3358,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_05,synthetic,gpt-4o-mini,verifier,1,True,none,False,576,3358,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_05,synthetic,gpt-4o-mini,verifier,2,True,none,False,576,3358,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_06,synthetic,gpt-4o-mini,verifier,0,True,none,False,3422,books 1421.0,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_06,synthetic,gpt-4o-mini,verifier,1,True,none,False,3606,books 1421.0,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_06,synthetic,gpt-4o-mini,verifier,2,True,none,False,3429,books 1421.0,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_07,synthetic,gpt-4o-mini,verifier,0,False,silent,True,2881,None,False,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_07,synthetic,gpt-4o-mini,verifier,1,True,none,False,1807,toys 4,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_07,synthetic,gpt-4o-mini,verifier,2,True,none,False,1828,toys 4,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_08,synthetic,gpt-4o-mini,verifier,0,True,none,False,2202,clothing 685,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_08,synthetic,gpt-4o-mini,verifier,1,True,none,False,3193,clothing 685,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_08,synthetic,gpt-4o-mini,verifier,2,False,silent,True,2597,None,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_09,synthetic,gpt-4o-mini,verifier,0,True,none,False,576,2833,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_09,synthetic,gpt-4o-mini,verifier,1,True,none,False,580,2833,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_09,synthetic,gpt-4o-mini,verifier,2,True,none,False,576,2833,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_10,synthetic,gpt-4o-mini,verifier,0,True,none,False,3500,clothing 697.0,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_10,synthetic,gpt-4o-mini,verifier,1,True,none,False,3636,clothing 697.0,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_10,synthetic,gpt-4o-mini,verifier,2,True,none,False,1861,clothing 697.0,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_11,synthetic,gpt-4o-mini,verifier,0,True,none,False,2537,books 5,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_11,synthetic,gpt-4o-mini,verifier,1,True,none,False,1847,books 5,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_11,synthetic,gpt-4o-mini,verifier,2,True,none,False,1876,books 5,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_12,synthetic,gpt-4o-mini,verifier,0,True,none,False,3464,books 967,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_12,synthetic,gpt-4o-mini,verifier,1,False,silent,True,2775,None,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_12,synthetic,gpt-4o-mini,verifier,2,False,silent,True,2757,None,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_13,synthetic,gpt-4o-mini,verifier,0,True,none,False,576,2785,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_13,synthetic,gpt-4o-mini,verifier,1,True,none,False,576,2785,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_13,synthetic,gpt-4o-mini,verifier,2,True,none,False,576,2785,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_14,synthetic,gpt-4o-mini,verifier,0,True,none,False,1919,toys 498.0,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_14,synthetic,gpt-4o-mini,verifier,1,True,none,False,2599,toys 498.0,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_14,synthetic,gpt-4o-mini,verifier,2,True,none,False,3375,toys 498.0,True,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_15,synthetic,gpt-4o-mini,verifier,0,False,silent,True,1856,books 4,False,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_15,synthetic,gpt-4o-mini,verifier,1,False,silent,True,1844,books 4,False,gpt-4o-mini+verifier_detail.json,results_full
tabular_eda_15,synthetic,gpt-4o-mini,verifier,2,False,silent,True,1856,books 4,False,gpt-4o-mini+verifier_detail.json,results_full
time_series_00,synthetic,gpt-4o-mini,verifier,0,True,none,False,3393,2024-01-12,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_00,synthetic,gpt-4o-mini,verifier,1,True,none,False,3655,2024-01-12,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_00,synthetic,gpt-4o-mini,verifier,2,True,none,False,2815,2024-01-12,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_01,synthetic,gpt-4o-mini,verifier,0,True,none,False,1932,97.02,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_01,synthetic,gpt-4o-mini,verifier,1,True,none,False,1805,97.02,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_01,synthetic,gpt-4o-mini,verifier,2,True,none,False,1851,97.02,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_02,synthetic,gpt-4o-mini,verifier,0,True,none,False,3023,0.819635416666667,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_02,synthetic,gpt-4o-mini,verifier,1,False,silent,True,2899,1.2156250000000002,False,gpt-4o-mini+verifier_detail.json,results_full
time_series_02,synthetic,gpt-4o-mini,verifier,2,False,silent,True,4135,1.2156250000000002,False,gpt-4o-mini+verifier_detail.json,results_full
time_series_03,synthetic,gpt-4o-mini,verifier,0,True,none,False,1652,2024-01-07,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_03,synthetic,gpt-4o-mini,verifier,1,True,none,False,2317,2024-01-07,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_03,synthetic,gpt-4o-mini,verifier,2,True,none,False,1745,2024-01-07,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_04,synthetic,gpt-4o-mini,verifier,0,True,none,False,3387,2024-01-10,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_04,synthetic,gpt-4o-mini,verifier,1,True,none,False,3388,2024-01-10,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_04,synthetic,gpt-4o-mini,verifier,2,True,none,False,3762,2024-01-10,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_05,synthetic,gpt-4o-mini,verifier,0,True,none,False,2045,126.02,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_05,synthetic,gpt-4o-mini,verifier,1,True,none,False,1827,126.02,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_05,synthetic,gpt-4o-mini,verifier,2,True,none,False,1805,126.02,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_06,synthetic,gpt-4o-mini,verifier,0,True,none,False,3009,1.539588235294119,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_06,synthetic,gpt-4o-mini,verifier,1,True,none,False,3079,1.5395882352941177,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_06,synthetic,gpt-4o-mini,verifier,2,False,silent,True,3792,1.78193082788671e-14,False,gpt-4o-mini+verifier_detail.json,results_full
time_series_07,synthetic,gpt-4o-mini,verifier,0,True,none,False,1553,2024-01-08,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_07,synthetic,gpt-4o-mini,verifier,1,True,none,False,1601,2024-01-08,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_07,synthetic,gpt-4o-mini,verifier,2,True,none,False,2062,2024-01-08,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_08,synthetic,gpt-4o-mini,verifier,0,True,none,False,3478,2024-01-09,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_08,synthetic,gpt-4o-mini,verifier,1,True,none,False,3744,2024-01-09,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_08,synthetic,gpt-4o-mini,verifier,2,True,none,False,2009,2024-01-09,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_09,synthetic,gpt-4o-mini,verifier,0,True,none,False,1728,83.72,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_09,synthetic,gpt-4o-mini,verifier,1,True,none,False,1845,83.72,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_09,synthetic,gpt-4o-mini,verifier,2,True,none,False,1835,83.72,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_10,synthetic,gpt-4o-mini,verifier,0,True,none,False,2987,-0.9946508875739646,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_10,synthetic,gpt-4o-mini,verifier,1,True,none,False,3046,-0.9236043956043957,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_10,synthetic,gpt-4o-mini,verifier,2,True,none,False,2947,-0.9236043956043967,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_11,synthetic,gpt-4o-mini,verifier,0,True,none,False,2538,2024-01-11,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_11,synthetic,gpt-4o-mini,verifier,1,True,none,False,3227,2024-01-11,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_11,synthetic,gpt-4o-mini,verifier,2,True,none,False,1702,2024-01-11,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_12,synthetic,gpt-4o-mini,verifier,0,True,none,False,2660,2024-01-04 00:00:00,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_12,synthetic,gpt-4o-mini,verifier,1,True,none,False,2864,2024-01-04,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_12,synthetic,gpt-4o-mini,verifier,2,True,none,False,2664,2024-01-04 00:00:00,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_13,synthetic,gpt-4o-mini,verifier,0,True,none,False,1746,131.72,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_13,synthetic,gpt-4o-mini,verifier,1,True,none,False,1885,131.72,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_13,synthetic,gpt-4o-mini,verifier,2,True,none,False,1780,131.72,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_14,synthetic,gpt-4o-mini,verifier,0,True,none,False,3155,-0.6619230769230815,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_14,synthetic,gpt-4o-mini,verifier,1,False,silent,True,2982,1.0936363636363635,False,gpt-4o-mini+verifier_detail.json,results_full
time_series_14,synthetic,gpt-4o-mini,verifier,2,False,silent,True,2953,1.0936363636363635,False,gpt-4o-mini+verifier_detail.json,results_full
time_series_15,synthetic,gpt-4o-mini,verifier,0,True,none,False,1702,2024-01-09,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_15,synthetic,gpt-4o-mini,verifier,1,True,none,False,1788,2024-01-09,True,gpt-4o-mini+verifier_detail.json,results_full
time_series_15,synthetic,gpt-4o-mini,verifier,2,True,none,False,3459,2024-01-09,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_00,synthetic,gpt-4o-mini,verifier,0,True,none,False,3014,22,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_00,synthetic,gpt-4o-mini,verifier,1,True,none,False,1703,22,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_00,synthetic,gpt-4o-mini,verifier,2,True,none,False,3726,22,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_01,synthetic,gpt-4o-mini,verifier,0,True,none,False,2433,0 3,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_01,synthetic,gpt-4o-mini,verifier,1,True,none,False,2445,0 3,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_01,synthetic,gpt-4o-mini,verifier,2,True,none,False,2663,0 3,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_02,synthetic,gpt-4o-mini,verifier,0,False,runtime,False,3476,None,False,gpt-4o-mini+verifier_detail.json,results_full
recommendation_02,synthetic,gpt-4o-mini,verifier,1,False,runtime,False,3373,None,False,gpt-4o-mini+verifier_detail.json,results_full
recommendation_02,synthetic,gpt-4o-mini,verifier,2,True,none,False,5196,0.4642857142857143,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_03,synthetic,gpt-4o-mini,verifier,0,True,none,False,1796,0 5,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_03,synthetic,gpt-4o-mini,verifier,1,True,none,False,3397,0 5,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_03,synthetic,gpt-4o-mini,verifier,2,True,none,False,3406,0 5,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_04,synthetic,gpt-4o-mini,verifier,0,True,none,False,1657,18,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_04,synthetic,gpt-4o-mini,verifier,1,True,none,False,1710,18,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_04,synthetic,gpt-4o-mini,verifier,2,True,none,False,3255,18,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_05,synthetic,gpt-4o-mini,verifier,0,False,silent,True,2723,"', f""{max_user} {max_clicks}"")",False,gpt-4o-mini+verifier_detail.json,results_full
recommendation_05,synthetic,gpt-4o-mini,verifier,1,True,none,False,2385,0 3,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_05,synthetic,gpt-4o-mini,verifier,2,True,none,False,2433,0 3,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_06,synthetic,gpt-4o-mini,verifier,0,True,none,False,2696,0.4375,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_06,synthetic,gpt-4o-mini,verifier,1,False,runtime,False,3430,None,False,gpt-4o-mini+verifier_detail.json,results_full
recommendation_06,synthetic,gpt-4o-mini,verifier,2,True,none,False,2670,0.4375,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_07,synthetic,gpt-4o-mini,verifier,0,True,none,False,3384,0 3,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_07,synthetic,gpt-4o-mini,verifier,1,False,silent,True,1832,"', f""{int(result[0])} {int(result[1])}"")",False,gpt-4o-mini+verifier_detail.json,results_full
recommendation_07,synthetic,gpt-4o-mini,verifier,2,True,none,False,3343,0 3,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_08,synthetic,gpt-4o-mini,verifier,0,True,none,False,1705,14,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_08,synthetic,gpt-4o-mini,verifier,1,True,none,False,1703,14,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_08,synthetic,gpt-4o-mini,verifier,2,True,none,False,1714,14,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_09,synthetic,gpt-4o-mini,verifier,0,True,none,False,2401,1 4,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_09,synthetic,gpt-4o-mini,verifier,1,True,none,False,3524,1 4,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_09,synthetic,gpt-4o-mini,verifier,2,True,none,False,2433,1 4,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_10,synthetic,gpt-4o-mini,verifier,0,True,none,False,4533,0.35,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_10,synthetic,gpt-4o-mini,verifier,1,True,none,False,4427,0.35,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_10,synthetic,gpt-4o-mini,verifier,2,True,none,False,2704,0.35,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_11,synthetic,gpt-4o-mini,verifier,0,True,none,False,3305,1 5,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_11,synthetic,gpt-4o-mini,verifier,1,True,none,False,3343,1 5,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_11,synthetic,gpt-4o-mini,verifier,2,True,none,False,3286,1 5,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_12,synthetic,gpt-4o-mini,verifier,0,True,none,False,3820,39,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_12,synthetic,gpt-4o-mini,verifier,1,True,none,False,3448,39,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_12,synthetic,gpt-4o-mini,verifier,2,True,none,False,4130,39,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_13,synthetic,gpt-4o-mini,verifier,0,True,none,False,2433,0 3,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_13,synthetic,gpt-4o-mini,verifier,1,True,none,False,2403,0 3,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_13,synthetic,gpt-4o-mini,verifier,2,True,none,False,2680,0 3,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_14,synthetic,gpt-4o-mini,verifier,0,False,runtime,False,3381,None,False,gpt-4o-mini+verifier_detail.json,results_full
recommendation_14,synthetic,gpt-4o-mini,verifier,1,False,runtime,False,3451,None,False,gpt-4o-mini+verifier_detail.json,results_full
recommendation_14,synthetic,gpt-4o-mini,verifier,2,False,runtime,False,3521,None,False,gpt-4o-mini+verifier_detail.json,results_full
recommendation_15,synthetic,gpt-4o-mini,verifier,0,True,none,False,3276,2 5,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_15,synthetic,gpt-4o-mini,verifier,1,True,none,False,2499,2 5,True,gpt-4o-mini+verifier_detail.json,results_full
recommendation_15,synthetic,gpt-4o-mini,verifier,2,True,none,False,3286,2 5,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_00,synthetic,gpt-4o-mini,verifier,0,True,none,False,598,0.9859920319890257,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_00,synthetic,gpt-4o-mini,verifier,1,True,none,False,598,0.9859920319890257,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_00,synthetic,gpt-4o-mini,verifier,2,True,none,False,598,0.9859920319890257,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_01,synthetic,gpt-4o-mini,verifier,0,False,silent,True,738,"', final_answer)",False,gpt-4o-mini+verifier_detail.json,results_full
statistical_01,synthetic,gpt-4o-mini,verifier,1,False,silent,True,744,"', final_answer)",False,gpt-4o-mini+verifier_detail.json,results_full
statistical_01,synthetic,gpt-4o-mini,verifier,2,False,silent,True,749,"', final_answer)",False,gpt-4o-mini+verifier_detail.json,results_full
statistical_02,synthetic,gpt-4o-mini,verifier,0,False,silent,True,1699,A 10,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_02,synthetic,gpt-4o-mini,verifier,1,False,silent,True,1697,A 10,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_02,synthetic,gpt-4o-mini,verifier,2,False,silent,True,1681,A 10,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_03,synthetic,gpt-4o-mini,verifier,0,False,silent,True,2676,94.11 0.0,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_03,synthetic,gpt-4o-mini,verifier,1,False,silent,True,2775,94.11 0.0,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_03,synthetic,gpt-4o-mini,verifier,2,False,silent,True,1325,94.11 0.0,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_04,synthetic,gpt-4o-mini,verifier,0,True,none,False,598,0.9712972100126799,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_04,synthetic,gpt-4o-mini,verifier,1,True,none,False,598,0.9712972100126799,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_04,synthetic,gpt-4o-mini,verifier,2,True,none,False,598,0.9712972100126799,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_05,synthetic,gpt-4o-mini,verifier,0,False,silent,True,744,"', final_answer)",False,gpt-4o-mini+verifier_detail.json,results_full
statistical_05,synthetic,gpt-4o-mini,verifier,1,False,silent,True,756,"', final_answer)",False,gpt-4o-mini+verifier_detail.json,results_full
statistical_05,synthetic,gpt-4o-mini,verifier,2,False,silent,True,732,"', final_answer)",False,gpt-4o-mini+verifier_detail.json,results_full
statistical_06,synthetic,gpt-4o-mini,verifier,0,False,silent,True,1685,D 10,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_06,synthetic,gpt-4o-mini,verifier,1,False,silent,True,2295,D 10,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_06,synthetic,gpt-4o-mini,verifier,2,False,silent,True,1660,D 10,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_07,synthetic,gpt-4o-mini,verifier,0,False,silent,True,1319,92.91 0.0,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_07,synthetic,gpt-4o-mini,verifier,1,False,silent,True,1825,92.91 0.0,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_07,synthetic,gpt-4o-mini,verifier,2,False,silent,True,1376,92.91 0.0,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_08,synthetic,gpt-4o-mini,verifier,0,True,none,False,598,0.9963567847614448,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_08,synthetic,gpt-4o-mini,verifier,1,True,none,False,598,0.9963567847614448,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_08,synthetic,gpt-4o-mini,verifier,2,True,none,False,598,0.9963567847614448,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_09,synthetic,gpt-4o-mini,verifier,0,False,silent,True,744,"', final_answer)",False,gpt-4o-mini+verifier_detail.json,results_full
statistical_09,synthetic,gpt-4o-mini,verifier,1,False,silent,True,744,"', final_answer)",False,gpt-4o-mini+verifier_detail.json,results_full
statistical_09,synthetic,gpt-4o-mini,verifier,2,False,silent,True,744,"', final_answer)",False,gpt-4o-mini+verifier_detail.json,results_full
statistical_10,synthetic,gpt-4o-mini,verifier,0,True,none,False,2190,C 4,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_10,synthetic,gpt-4o-mini,verifier,1,False,silent,True,1687,D 10,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_10,synthetic,gpt-4o-mini,verifier,2,False,silent,True,1667,D 10,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_11,synthetic,gpt-4o-mini,verifier,0,False,silent,True,1376,96.41 0.0,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_11,synthetic,gpt-4o-mini,verifier,1,False,silent,True,1376,96.41 0.0,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_11,synthetic,gpt-4o-mini,verifier,2,False,silent,True,1376,96.41 0.0,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_12,synthetic,gpt-4o-mini,verifier,0,True,none,False,598,0.9769682899325098,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_12,synthetic,gpt-4o-mini,verifier,1,True,none,False,598,0.9769682899325098,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_12,synthetic,gpt-4o-mini,verifier,2,True,none,False,598,0.9769682899325098,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_13,synthetic,gpt-4o-mini,verifier,0,False,silent,True,647,49.23 nan,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_13,synthetic,gpt-4o-mini,verifier,1,False,silent,True,744,"', final_answer)",False,gpt-4o-mini+verifier_detail.json,results_full
statistical_13,synthetic,gpt-4o-mini,verifier,2,False,silent,True,647,49.23 nan,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_14,synthetic,gpt-4o-mini,verifier,0,True,none,False,2898,B 9,True,gpt-4o-mini+verifier_detail.json,results_full
statistical_14,synthetic,gpt-4o-mini,verifier,1,False,silent,True,1689,B 10,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_14,synthetic,gpt-4o-mini,verifier,2,False,silent,True,1669,B 10,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_15,synthetic,gpt-4o-mini,verifier,0,False,silent,True,1378,91.89 0.0,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_15,synthetic,gpt-4o-mini,verifier,1,False,silent,True,1378,91.89 0.0,False,gpt-4o-mini+verifier_detail.json,results_full
statistical_15,synthetic,gpt-4o-mini,verifier,2,False,silent,True,1378,91.89 0.0,False,gpt-4o-mini+verifier_detail.json,results_full
text_log_00,synthetic,gpt-4o-mini,verifier,0,False,runtime,False,3101,None,False,gpt-4o-mini+verifier_detail.json,results_full
text_log_00,synthetic,gpt-4o-mini,verifier,1,True,none,False,1710,6,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_00,synthetic,gpt-4o-mini,verifier,2,True,none,False,4060,6,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_01,synthetic,gpt-4o-mini,verifier,0,True,none,False,3694,DEBUG 5,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_01,synthetic,gpt-4o-mini,verifier,1,True,none,False,1706,DEBUG 5,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_01,synthetic,gpt-4o-mini,verifier,2,True,none,False,1683,DEBUG 5,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_02,synthetic,gpt-4o-mini,verifier,0,True,none,False,2776,user_4 9,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_02,synthetic,gpt-4o-mini,verifier,1,True,none,False,2371,user_4 9,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_02,synthetic,gpt-4o-mini,verifier,2,True,none,False,2818,user_4 9,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_03,synthetic,gpt-4o-mini,verifier,0,False,silent,True,3663,0 1,False,gpt-4o-mini+verifier_detail.json,results_full
text_log_03,synthetic,gpt-4o-mini,verifier,1,False,silent,True,2942,None,False,gpt-4o-mini+verifier_detail.json,results_full
text_log_03,synthetic,gpt-4o-mini,verifier,2,False,silent,True,3718,0 1,False,gpt-4o-mini+verifier_detail.json,results_full
text_log_04,synthetic,gpt-4o-mini,verifier,0,False,runtime,False,3077,None,False,gpt-4o-mini+verifier_detail.json,results_full
text_log_04,synthetic,gpt-4o-mini,verifier,1,True,none,False,4060,5,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_04,synthetic,gpt-4o-mini,verifier,2,True,none,False,1705,5,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_05,synthetic,gpt-4o-mini,verifier,0,True,none,False,4060,DEBUG 10,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_05,synthetic,gpt-4o-mini,verifier,1,True,none,False,3069,DEBUG 10,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_05,synthetic,gpt-4o-mini,verifier,2,True,none,False,1666,DEBUG 10,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_06,synthetic,gpt-4o-mini,verifier,0,True,none,False,2754,user_3 8,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_06,synthetic,gpt-4o-mini,verifier,1,True,none,False,2797,user_3 8,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_06,synthetic,gpt-4o-mini,verifier,2,True,none,False,1728,user_3 8,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_07,synthetic,gpt-4o-mini,verifier,0,False,silent,True,3073,None,False,gpt-4o-mini+verifier_detail.json,results_full
text_log_07,synthetic,gpt-4o-mini,verifier,1,False,silent,True,2860,None,False,gpt-4o-mini+verifier_detail.json,results_full
text_log_07,synthetic,gpt-4o-mini,verifier,2,False,silent,True,3273,0 1,False,gpt-4o-mini+verifier_detail.json,results_full
text_log_08,synthetic,gpt-4o-mini,verifier,0,False,runtime,False,3110,None,False,gpt-4o-mini+verifier_detail.json,results_full
text_log_08,synthetic,gpt-4o-mini,verifier,1,True,none,False,2290,6,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_08,synthetic,gpt-4o-mini,verifier,2,True,none,False,1671,6,True,gpt-4o-mini+verifier_detail.json,results_full
text_log_09,synthetic,gpt-4o-mini,verifier,0,False,runtime,False,2919,None,False,gpt-4o-mini+verifier_detail.json,results_full
