task_id,suite,model,variant,rep,correct,observability,failure_stage,failure_subcategory,propagation_depth,is_silent,is_infra_failure,tokens,final_answer,label_source
time_series_08,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1998,2024-01-09,rule
time_series_08,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1769,2024-01-09,rule
time_series_09,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1317,83.72,rule
time_series_09,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1749,83.72,rule
time_series_09,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1317,83.72,rule
time_series_10,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,3733,-0.9236043956043958,rule
time_series_10,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,2494,-0.9946508875739646,rule
time_series_10,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,3733,-0.9236043956043958,rule
time_series_11,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1729,2024-01-11,rule
time_series_11,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1666,2024-01-11,rule
time_series_11,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1682,2024-01-11,rule
time_series_12,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1950,2024-01-04,rule
time_series_12,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1936,2024-01-04,rule
time_series_12,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,2310,2024-01-04,rule
time_series_13,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1364,131.72,rule
time_series_13,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1375,131.72,rule
time_series_13,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1421,131.72,rule
time_series_14,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,3019,-0.6619230769230773,rule
time_series_14,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,2620,-0.6619230769230771,rule
time_series_14,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,2981,-0.6619230769230771,rule
time_series_15,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,648,2024-01-09,rule
time_series_15,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1743,2024-01-09,rule
time_series_15,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1173,2024-01-09,rule
recommendation_00,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1621,22,rule
recommendation_00,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1628,22,rule
recommendation_00,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1666,22,rule
recommendation_01,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,706,0 3,rule
recommendation_01,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,688,0 3,rule
recommendation_01,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,706,0 3,rule
recommendation_02,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,2159,0.4642857142857143,rule
recommendation_02,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1942,0.4642857142857143,rule
recommendation_02,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1469,0.4642857142857143,rule
recommendation_03,synthetic,gpt-4o,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,712,0 9,rule
recommendation_03,synthetic,gpt-4o,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,668,0 9,rule
recommendation_03,synthetic,gpt-4o,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,716,0 9,rule
recommendation_04,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1893,18,rule
recommendation_04,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1845,18,rule
recommendation_04,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1719,18,rule
recommendation_05,synthetic,gpt-4o,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,706,0 4,rule
recommendation_05,synthetic,gpt-4o,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,706,0 4,rule
recommendation_05,synthetic,gpt-4o,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,707,0 4,rule
recommendation_06,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1906,0.4375,rule
recommendation_06,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,2140,0.4375,rule
recommendation_06,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1982,0.4375,rule
recommendation_07,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1311,0 3,rule
recommendation_07,synthetic,gpt-4o,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,704,0 9,rule
recommendation_07,synthetic,gpt-4o,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,712,0 9,rule
recommendation_08,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1714,14,rule
recommendation_08,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1698,14,rule
recommendation_08,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1709,14,rule
recommendation_09,synthetic,gpt-4o,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,706,0 5,rule
recommendation_09,synthetic,gpt-4o,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,706,0 5,rule
recommendation_09,synthetic,gpt-4o,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,706,0 5,rule
recommendation_10,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,2030,0.35,rule
recommendation_10,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1945,0.35,rule
recommendation_10,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1821,0.35,rule
recommendation_11,synthetic,gpt-4o,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,708,0 10,rule
recommendation_11,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1311,1 5,rule
recommendation_11,synthetic,gpt-4o,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,712,0 10,rule
recommendation_12,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1161,39,rule
recommendation_12,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1641,39,rule
recommendation_12,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1709,39,rule
recommendation_13,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,2144,0 3,rule
recommendation_13,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,688,0 3,rule
recommendation_13,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,706,0 3,rule
recommendation_14,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1370,0.5416666666666666,rule
recommendation_14,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1958,0.5416666666666666,rule
recommendation_14,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1919,0.5416666666666666,rule
recommendation_15,synthetic,gpt-4o,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,708,0 7,rule
recommendation_15,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1317,2 5,rule
recommendation_15,synthetic,gpt-4o,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,708,0 7,rule
statistical_00,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,598,0.9859920319890257,rule
statistical_00,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,600,0.9859920319890257,rule
statistical_00,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,610,0.9859920319890257,rule
statistical_01,synthetic,gpt-4o,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,664,41.37 nan,rule
statistical_01,synthetic,gpt-4o,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,653,41.37 nan,rule
statistical_01,synthetic,gpt-4o,verifier,2,False,silent,interpretation,misread_output,1,True,False,752,"', mean_value, std_value)",rule
statistical_02,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,618,B 7,rule
statistical_02,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,614,B 7,rule
statistical_02,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1159,B 7,rule
statistical_03,synthetic,gpt-4o,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,752,94.11 0.0,rule
statistical_03,synthetic,gpt-4o,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,752,94.11 0.0,rule
statistical_03,synthetic,gpt-4o,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,760,94.11 0.0,rule
statistical_04,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,600,0.9712972100126799,rule
statistical_04,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,604,0.9712972100126799,rule
statistical_04,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,598,0.9712972100126799,rule
statistical_05,synthetic,gpt-4o,verifier,0,False,silent,interpretation,misread_output,1,True,False,784,"', mean_value, std_value)",rule
statistical_05,synthetic,gpt-4o,verifier,1,False,silent,interpretation,misread_output,1,True,False,751,"', mean_value, std_value)",rule
statistical_05,synthetic,gpt-4o,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,753,54.96 nan,rule
statistical_06,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1159,C 4,rule
statistical_06,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1153,C 4,rule
statistical_06,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,618,C 4,rule
statistical_07,synthetic,gpt-4o,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,752,92.91 0.0,rule
statistical_07,synthetic,gpt-4o,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,750,92.91 0.0,rule
statistical_07,synthetic,gpt-4o,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,721,92.91 0.0,rule
statistical_08,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,600,0.9963567847614448,rule
statistical_08,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,610,0.9963567847614448,rule
statistical_08,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,610,0.9963567847614448,rule
statistical_09,synthetic,gpt-4o,verifier,0,False,silent,interpretation,misread_output,1,True,False,791,"', mean_value, std_value)",rule
statistical_09,synthetic,gpt-4o,verifier,1,False,silent,interpretation,misread_output,1,True,False,783,"', mean_value, std_value)",rule
statistical_09,synthetic,gpt-4o,verifier,2,False,silent,interpretation,misread_output,1,True,False,743,"', mean_value, std_value)",rule
statistical_10,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,622,C 4,rule
statistical_10,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1159,C 4,rule
statistical_10,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,618,C 4,rule
statistical_11,synthetic,gpt-4o,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,752,96.41 0.0,rule
statistical_11,synthetic,gpt-4o,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,760,96.41 0.0,rule
statistical_11,synthetic,gpt-4o,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,752,96.41 0.0,rule
statistical_12,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,614,0.9769682899325098,rule
statistical_12,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,610,0.9769682899325098,rule
statistical_12,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,610,0.9769682899325098,rule
statistical_13,synthetic,gpt-4o,verifier,0,False,silent,interpretation,misread_output,1,True,False,754,"', mean_value, std_value)",rule
statistical_13,synthetic,gpt-4o,verifier,1,False,silent,interpretation,misread_output,1,True,False,752,"', mean_value, std_value)",rule
statistical_13,synthetic,gpt-4o,verifier,2,False,silent,interpretation,misread_output,1,True,False,741,"', mean_value, std_value)",rule
statistical_14,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1133,B 9,rule
statistical_14,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,622,B 9,rule
statistical_14,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1160,B 9,rule
statistical_15,synthetic,gpt-4o,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,743,91.89 0.0,rule
statistical_15,synthetic,gpt-4o,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,752,91.89 0.0,rule
statistical_15,synthetic,gpt-4o,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,760,91.89 0.0,rule
text_log_00,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1683,6,rule
text_log_00,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1713,6,rule
text_log_00,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1683,6,rule
text_log_01,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1776,DEBUG 5,rule
text_log_01,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1393,DEBUG 5,rule
text_log_01,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1320,DEBUG 5,rule
text_log_02,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,776,user_4 9,rule
text_log_02,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,774,user_4 9,rule
text_log_02,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,760,user_4 9,rule
text_log_03,synthetic,gpt-4o,verifier,0,False,silent,interpretation,misread_output,1,True,False,1463,0 1,rule
text_log_03,synthetic,gpt-4o,verifier,1,False,silent,interpretation,misread_output,2,True,False,1955,0 1,rule
text_log_03,synthetic,gpt-4o,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,767,0 1,rule
text_log_04,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1674,5,rule
text_log_04,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1690,5,rule
text_log_04,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1678,5,rule
text_log_05,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1309,DEBUG 10,rule
text_log_05,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1320,DEBUG 10,rule
text_log_05,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1381,DEBUG 10,rule
text_log_06,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,760,user_3 8,rule
text_log_06,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,768,user_3 8,rule
text_log_06,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,774,user_3 8,rule
text_log_07,synthetic,gpt-4o,verifier,0,False,silent,interpretation,misread_output,1,True,False,1515,0 1,rule
text_log_07,synthetic,gpt-4o,verifier,1,False,silent,interpretation,misread_output,2,True,False,1988,0 1,rule
text_log_07,synthetic,gpt-4o,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,770,0 1,rule
text_log_08,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1676,6,rule
text_log_08,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1751,6,rule
text_log_08,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1708,6,rule
text_log_09,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1394,ERROR 8,rule
text_log_09,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1788,ERROR 8,rule
text_log_09,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1332,ERROR 8,rule
text_log_10,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,760,user_1 5,rule
text_log_10,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,2059,user_1 5,rule
text_log_10,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,760,user_1 5,rule
text_log_11,synthetic,gpt-4o,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,764,0 1,rule
text_log_11,synthetic,gpt-4o,verifier,1,False,silent,interpretation,misread_output,1,True,False,1608,0 1,rule
text_log_11,synthetic,gpt-4o,verifier,2,False,silent,interpretation,misread_output,1,True,False,1457,0 1,rule
text_log_12,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1672,11,rule
text_log_12,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1638,11,rule
text_log_12,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1725,11,rule
text_log_13,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1371,DEBUG 8,rule
text_log_13,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1364,DEBUG 8,rule
text_log_13,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1335,DEBUG 8,rule
text_log_14,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,760,user_1 4,rule
text_log_14,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,766,user_1 4,rule
text_log_14,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,760,user_1 4,rule
text_log_15,synthetic,gpt-4o,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,766,0 1,rule
text_log_15,synthetic,gpt-4o,verifier,1,False,silent,interpretation,misread_output,1,True,False,1461,0 1,rule
text_log_15,synthetic,gpt-4o,verifier,2,False,silent,interpretation,misread_output,1,True,False,1514,0 1,rule
dsbench_00000001_question6,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1168,D,rule
dsbench_00000001_question6,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1133,D,rule
dsbench_00000001_question6,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1059,D,rule
dsbench_00000001_question7,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1160,D,rule
dsbench_00000001_question7,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1143,D,rule
dsbench_00000001_question7,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1173,D,rule
dsbench_00000001_question9,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1153,A,rule
dsbench_00000001_question9,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1174,A,rule
dsbench_00000001_question9,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1166,A,rule
dsbench_00000001_question11,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1134,C,rule
dsbench_00000001_question11,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1165,C,rule
dsbench_00000001_question11,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1122,C,rule
dsbench_00000001_question12,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1123,E,rule
dsbench_00000001_question12,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1061,E,rule
dsbench_00000001_question12,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1148,E,rule
dsbench_00000001_question14,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1059,D,rule
dsbench_00000001_question14,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1148,D,rule
dsbench_00000001_question14,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1059,D,rule
dsbench_00000001_question15,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1167,A,rule
dsbench_00000001_question15,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1125,A,rule
dsbench_00000001_question15,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1091,A,rule
dsbench_00000002_question1,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1179,C,rule
dsbench_00000002_question1,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1157,C,rule
dsbench_00000002_question1,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1170,C,rule
dsbench_00000002_question2,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1143,D,rule
dsbench_00000002_question2,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1099,D,rule
dsbench_00000002_question2,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1170,D,rule
dsbench_00000002_question3,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1135,A,rule
dsbench_00000002_question3,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1150,A,rule
dsbench_00000002_question3,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1147,A,rule
dsbench_00000002_question4,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1170,C,rule
dsbench_00000002_question4,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1157,C,rule
dsbench_00000002_question4,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1164,C,rule
dsbench_00000002_question5,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1082,D,rule
dsbench_00000002_question5,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1174,D,rule
dsbench_00000002_question5,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1082,D,rule
dsbench_00000002_question6,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1520,C,rule
dsbench_00000002_question6,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1522,C,rule
dsbench_00000002_question6,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1522,C,rule
dsbench_00000002_question7,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1170,D,rule
dsbench_00000002_question7,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1190,D,rule
dsbench_00000002_question7,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1159,D,rule
dsbench_00000002_question8,synthetic,gpt-4o,verifier,0,True,success,none,none,0,False,False,1534,C,rule
dsbench_00000002_question8,synthetic,gpt-4o,verifier,1,True,success,none,none,0,False,False,1120,C,rule
dsbench_00000002_question8,synthetic,gpt-4o,verifier,2,True,success,none,none,0,False,False,1542,C,rule
tabular_eda_00,synthetic,gpt-4o-mini,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,2900,None,rule
tabular_eda_00,synthetic,gpt-4o-mini,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,2918,None,rule
tabular_eda_00,synthetic,gpt-4o-mini,verifier,2,True,success,none,none,0,False,False,3748,food 2948,rule
tabular_eda_01,synthetic,gpt-4o-mini,verifier,0,True,success,none,none,0,False,False,576,4943,rule
tabular_eda_01,synthetic,gpt-4o-mini,verifier,1,True,success,none,none,0,False,False,576,4943,rule
tabular_eda_01,synthetic,gpt-4o-mini,verifier,2,True,success,none,none,0,False,False,576,4943,rule
tabular_eda_02,synthetic,gpt-4o-mini,verifier,0,True,success,none,none,0,False,False,3533,books 1625.0,rule
tabular_eda_02,synthetic,gpt-4o-mini,verifier,1,True,success,none,none,0,False,False,1969,books 1625.0,rule
tabular_eda_02,synthetic,gpt-4o-mini,verifier,2,True,success,none,none,0,False,False,4494,books 1625.0,rule
tabular_eda_03,synthetic,gpt-4o-mini,verifier,0,True,success,none,none,0,False,False,1849,clothing 6,rule
tabular_eda_03,synthetic,gpt-4o-mini,verifier,1,True,success,none,none,0,False,False,1857,clothing 6,rule
tabular_eda_03,synthetic,gpt-4o-mini,verifier,2,True,success,none,none,0,False,False,1857,clothing 6,rule
tabular_eda_04,synthetic,gpt-4o-mini,verifier,0,True,success,none,none,0,False,False,3598,toys 2056,rule
tabular_eda_04,synthetic,gpt-4o-mini,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,2854,None,rule
tabular_eda_04,synthetic,gpt-4o-mini,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,2876,None,rule
tabular_eda_05,synthetic,gpt-4o-mini,verifier,0,True,success,none,none,0,False,False,576,3358,rule
tabular_eda_05,synthetic,gpt-4o-mini,verifier,1,True,success,none,none,0,False,False,576,3358,rule
tabular_eda_05,synthetic,gpt-4o-mini,verifier,2,True,success,none,none,0,False,False,576,3358,rule
tabular_eda_06,synthetic,gpt-4o-mini,verifier,0,True,success,none,none,0,False,False,3422,books 1421.0,rule
tabular_eda_06,synthetic,gpt-4o-mini,verifier,1,True,success,none,none,0,False,False,3606,books 1421.0,rule
tabular_eda_06,synthetic,gpt-4o-mini,verifier,2,True,success,none,none,0,False,False,3429,books 1421.0,rule
tabular_eda_07,synthetic,gpt-4o-mini,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,2881,None,rule
tabular_eda_07,synthetic,gpt-4o-mini,verifier,1,True,success,none,none,0,False,False,1807,toys 4,rule
tabular_eda_07,synthetic,gpt-4o-mini,verifier,2,True,success,none,none,0,False,False,1828,toys 4,rule
tabular_eda_08,synthetic,gpt-4o-mini,verifier,0,True,success,none,none,0,False,False,2202,clothing 685,rule
tabular_eda_08,synthetic,gpt-4o-mini,verifier,1,True,success,none,none,0,False,False,3193,clothing 685,rule
tabular_eda_08,synthetic,gpt-4o-mini,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,2597,None,rule
tabular_eda_09,synthetic,gpt-4o-mini,verifier,0,True,success,none,none,0,False,False,576,2833,rule
tabular_eda_09,synthetic,gpt-4o-mini,verifier,1,True,success,none,none,0,False,False,580,2833,rule
tabular_eda_09,synthetic,gpt-4o-mini,verifier,2,True,success,none,none,0,False,False,576,2833,rule
tabular_eda_10,synthetic,gpt-4o-mini,verifier,0,True,success,none,none,0,False,False,3500,clothing 697.0,rule
tabular_eda_10,synthetic,gpt-4o-mini,verifier,1,True,success,none,none,0,False,False,3636,clothing 697.0,rule
tabular_eda_10,synthetic,gpt-4o-mini,verifier,2,True,success,none,none,0,False,False,1861,clothing 697.0,rule
tabular_eda_11,synthetic,gpt-4o-mini,verifier,0,True,success,none,none,0,False,False,2537,books 5,rule
tabular_eda_11,synthetic,gpt-4o-mini,verifier,1,True,success,none,none,0,False,False,1847,books 5,rule
tabular_eda_11,synthetic,gpt-4o-mini,verifier,2,True,success,none,none,0,False,False,1876,books 5,rule
tabular_eda_12,synthetic,gpt-4o-mini,verifier,0,True,success,none,none,0,False,False,3464,books 967,rule
tabular_eda_12,synthetic,gpt-4o-mini,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,2775,None,rule
tabular_eda_12,synthetic,gpt-4o-mini,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,2757,None,rule
tabular_eda_13,synthetic,gpt-4o-mini,verifier,0,True,success,none,none,0,False,False,576,2785,rule
tabular_eda_13,synthetic,gpt-4o-mini,verifier,1,True,success,none,none,0,False,False,576,2785,rule
tabular_eda_13,synthetic,gpt-4o-mini,verifier,2,True,success,none,none,0,False,False,576,2785,rule
tabular_eda_14,synthetic,gpt-4o-mini,verifier,0,True,success,none,none,0,False,False,1919,toys 498.0,rule
tabular_eda_14,synthetic,gpt-4o-mini,verifier,1,True,success,none,none,0,False,False,2599,toys 498.0,rule
tabular_eda_14,synthetic,gpt-4o-mini,verifier,2,True,success,none,none,0,False,False,3375,toys 498.0,rule
tabular_eda_15,synthetic,gpt-4o-mini,verifier,0,False,silent,interpretation,misread_output,2,True,False,1856,books 4,rule
tabular_eda_15,synthetic,gpt-4o-mini,verifier,1,False,silent,interpretation,misread_output,2,True,False,1844,books 4,rule
tabular_eda_15,synthetic,gpt-4o-mini,verifier,2,False,silent,interpretation,misread_output,2,True,False,1856,books 4,rule
time_series_00,synthetic,gpt-4o-mini,verifier,0,True,success,none,none,0,False,False,3393,2024-01-12,rule
