run_id,task_id,dataset_id,suite,model,model_snapshot,provider,harness,variant,rep,api_status,parser_status,execution_status,task_correct,observability,failure_stage,failure_subcategory,is_infra_failure,infra_subtype,originating_step,propagation_depth,is_silent,recovered,tokens,tokens_input,tokens_output,cost_usd,final_answer,label_source,annotation_confidence,human_gold,adjudication_status
run_01273,recommendation_12,recommendation,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1641,0,0,0.004103,39,rule,,,pending
run_01274,recommendation_12,recommendation,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1709,0,0,0.004273,39,rule,,,pending
run_01275,recommendation_13,recommendation,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,2144,0,0,0.00536,0 3,rule,,,pending
run_01276,recommendation_13,recommendation,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,688,0,0,0.00172,0 3,rule,,,pending
run_01277,recommendation_13,recommendation,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,706,0,0,0.001765,0 3,rule,,,pending
run_01278,recommendation_14,recommendation,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1370,0,0,0.003425,0.5416666666666666,rule,,,pending
run_01279,recommendation_14,recommendation,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1958,0,0,0.004895,0.5416666666666666,rule,,,pending
run_01280,recommendation_14,recommendation,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1919,0,0,0.004797,0.5416666666666666,rule,,,pending
run_01281,recommendation_15,recommendation,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,708,0,0,0.00177,0 7,rule,,,pending
run_01282,recommendation_15,recommendation,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1317,0,0,0.003292,2 5,rule,,,pending
run_01283,recommendation_15,recommendation,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,708,0,0,0.00177,0 7,rule,,,pending
run_01284,statistical_00,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,598,0,0,0.001495,0.9859920319890257,rule,,,pending
run_01285,statistical_00,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,600,0,0,0.0015,0.9859920319890257,rule,,,pending
run_01286,statistical_00,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,610,0,0,0.001525,0.9859920319890257,rule,,,pending
run_01287,statistical_01,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,664,0,0,0.00166,41.37 nan,rule,,,pending
run_01288,statistical_01,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,653,0,0,0.001633,41.37 nan,rule,,,pending
run_01289,statistical_01,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,752,0,0,0.00188,"', mean_value, std_value)",rule,,,pending
run_01290,statistical_02,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,618,0,0,0.001545,B 7,rule,,,pending
run_01291,statistical_02,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,614,0,0,0.001535,B 7,rule,,,pending
run_01292,statistical_02,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1159,0,0,0.002897,B 7,rule,,,pending
run_01293,statistical_03,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,752,0,0,0.00188,94.11 0.0,rule,,,pending
run_01294,statistical_03,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,752,0,0,0.00188,94.11 0.0,rule,,,pending
run_01295,statistical_03,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,760,0,0,0.0019,94.11 0.0,rule,,,pending
run_01296,statistical_04,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,600,0,0,0.0015,0.9712972100126799,rule,,,pending
run_01297,statistical_04,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,604,0,0,0.00151,0.9712972100126799,rule,,,pending
run_01298,statistical_04,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,598,0,0,0.001495,0.9712972100126799,rule,,,pending
run_01299,statistical_05,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,784,0,0,0.00196,"', mean_value, std_value)",rule,,,pending
run_01300,statistical_05,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,751,0,0,0.001878,"', mean_value, std_value)",rule,,,pending
run_01301,statistical_05,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,753,0,0,0.001883,54.96 nan,rule,,,pending
run_01302,statistical_06,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1159,0,0,0.002897,C 4,rule,,,pending
run_01303,statistical_06,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1153,0,0,0.002883,C 4,rule,,,pending
run_01304,statistical_06,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,618,0,0,0.001545,C 4,rule,,,pending
run_01305,statistical_07,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,752,0,0,0.00188,92.91 0.0,rule,,,pending
run_01306,statistical_07,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,750,0,0,0.001875,92.91 0.0,rule,,,pending
run_01307,statistical_07,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,721,0,0,0.001803,92.91 0.0,rule,,,pending
run_01308,statistical_08,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,600,0,0,0.0015,0.9963567847614448,rule,,,pending
run_01309,statistical_08,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,610,0,0,0.001525,0.9963567847614448,rule,,,pending
run_01310,statistical_08,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,610,0,0,0.001525,0.9963567847614448,rule,,,pending
run_01311,statistical_09,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,791,0,0,0.001978,"', mean_value, std_value)",rule,,,pending
run_01312,statistical_09,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,783,0,0,0.001958,"', mean_value, std_value)",rule,,,pending
run_01313,statistical_09,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,743,0,0,0.001857,"', mean_value, std_value)",rule,,,pending
run_01314,statistical_10,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,622,0,0,0.001555,C 4,rule,,,pending
run_01315,statistical_10,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1159,0,0,0.002897,C 4,rule,,,pending
run_01316,statistical_10,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,618,0,0,0.001545,C 4,rule,,,pending
run_01317,statistical_11,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,752,0,0,0.00188,96.41 0.0,rule,,,pending
run_01318,statistical_11,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,760,0,0,0.0019,96.41 0.0,rule,,,pending
run_01319,statistical_11,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,752,0,0,0.00188,96.41 0.0,rule,,,pending
run_01320,statistical_12,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,614,0,0,0.001535,0.9769682899325098,rule,,,pending
run_01321,statistical_12,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,610,0,0,0.001525,0.9769682899325098,rule,,,pending
run_01322,statistical_12,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,610,0,0,0.001525,0.9769682899325098,rule,,,pending
run_01323,statistical_13,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,754,0,0,0.001885,"', mean_value, std_value)",rule,,,pending
run_01324,statistical_13,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,752,0,0,0.00188,"', mean_value, std_value)",rule,,,pending
run_01325,statistical_13,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,741,0,0,0.001852,"', mean_value, std_value)",rule,,,pending
run_01326,statistical_14,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1133,0,0,0.002832,B 9,rule,,,pending
run_01327,statistical_14,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,622,0,0,0.001555,B 9,rule,,,pending
run_01328,statistical_14,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1160,0,0,0.0029,B 9,rule,,,pending
run_01329,statistical_15,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,743,0,0,0.001857,91.89 0.0,rule,,,pending
run_01330,statistical_15,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,752,0,0,0.00188,91.89 0.0,rule,,,pending
run_01331,statistical_15,statistical,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,760,0,0,0.0019,91.89 0.0,rule,,,pending
run_01332,text_log_00,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1683,0,0,0.004208,6,rule,,,pending
run_01333,text_log_00,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1713,0,0,0.004282,6,rule,,,pending
run_01334,text_log_00,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1683,0,0,0.004208,6,rule,,,pending
run_01335,text_log_01,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1776,0,0,0.00444,DEBUG 5,rule,,,pending
run_01336,text_log_01,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1393,0,0,0.003482,DEBUG 5,rule,,,pending
run_01337,text_log_01,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1320,0,0,0.0033,DEBUG 5,rule,,,pending
run_01338,text_log_02,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,776,0,0,0.00194,user_4 9,rule,,,pending
run_01339,text_log_02,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,774,0,0,0.001935,user_4 9,rule,,,pending
run_01340,text_log_02,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,760,0,0,0.0019,user_4 9,rule,,,pending
run_01341,text_log_03,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,1463,0,0,0.003658,0 1,rule,,,pending
run_01342,text_log_03,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,2,2,True,False,1955,0,0,0.004888,0 1,rule,,,pending
run_01343,text_log_03,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,767,0,0,0.001917,0 1,rule,,,pending
run_01344,text_log_04,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1674,0,0,0.004185,5,rule,,,pending
run_01345,text_log_04,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1690,0,0,0.004225,5,rule,,,pending
run_01346,text_log_04,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1678,0,0,0.004195,5,rule,,,pending
run_01347,text_log_05,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1309,0,0,0.003272,DEBUG 10,rule,,,pending
run_01348,text_log_05,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1320,0,0,0.0033,DEBUG 10,rule,,,pending
run_01349,text_log_05,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1381,0,0,0.003452,DEBUG 10,rule,,,pending
run_01350,text_log_06,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,760,0,0,0.0019,user_3 8,rule,,,pending
run_01351,text_log_06,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,768,0,0,0.00192,user_3 8,rule,,,pending
run_01352,text_log_06,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,774,0,0,0.001935,user_3 8,rule,,,pending
run_01353,text_log_07,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,1515,0,0,0.003788,0 1,rule,,,pending
run_01354,text_log_07,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,2,2,True,False,1988,0,0,0.00497,0 1,rule,,,pending
run_01355,text_log_07,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,770,0,0,0.001925,0 1,rule,,,pending
run_01356,text_log_08,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1676,0,0,0.00419,6,rule,,,pending
run_01357,text_log_08,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1751,0,0,0.004378,6,rule,,,pending
run_01358,text_log_08,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1708,0,0,0.00427,6,rule,,,pending
run_01359,text_log_09,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1394,0,0,0.003485,ERROR 8,rule,,,pending
run_01360,text_log_09,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1788,0,0,0.00447,ERROR 8,rule,,,pending
run_01361,text_log_09,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1332,0,0,0.00333,ERROR 8,rule,,,pending
run_01362,text_log_10,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,760,0,0,0.0019,user_1 5,rule,,,pending
run_01363,text_log_10,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,2059,0,0,0.005148,user_1 5,rule,,,pending
run_01364,text_log_10,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,760,0,0,0.0019,user_1 5,rule,,,pending
run_01365,text_log_11,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,764,0,0,0.00191,0 1,rule,,,pending
run_01366,text_log_11,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,1608,0,0,0.00402,0 1,rule,,,pending
run_01367,text_log_11,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,1457,0,0,0.003642,0 1,rule,,,pending
run_01368,text_log_12,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1672,0,0,0.00418,11,rule,,,pending
run_01369,text_log_12,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1638,0,0,0.004095,11,rule,,,pending
run_01370,text_log_12,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1725,0,0,0.004313,11,rule,,,pending
run_01371,text_log_13,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1371,0,0,0.003427,DEBUG 8,rule,,,pending
run_01372,text_log_13,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1364,0,0,0.00341,DEBUG 8,rule,,,pending
run_01373,text_log_13,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1335,0,0,0.003338,DEBUG 8,rule,,,pending
run_01374,text_log_14,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,760,0,0,0.0019,user_1 4,rule,,,pending
run_01375,text_log_14,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,766,0,0,0.001915,user_1 4,rule,,,pending
run_01376,text_log_14,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,True,success,none,none,False,none,0,0,False,True,760,0,0,0.0019,user_1 4,rule,,,pending
run_01377,text_log_15,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,False,silent,output_mismatch,hallucinated_answer,False,none,0,0,True,False,766,0,0,0.001915,0 1,rule,,,pending
run_01378,text_log_15,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,1461,0,0,0.003652,0 1,rule,,,pending
run_01379,text_log_15,text_log,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,2,ok,ok,success,False,silent,output_mismatch,misread_output,False,none,1,1,True,False,1514,0,0,0.003785,0 1,rule,,,pending
run_01380,dsbench_00000001_question6,dsbench_question6,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,0,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1168,0,0,0.00292,D,rule,,,pending
run_01381,dsbench_00000001_question6,dsbench_question6,synthetic,gpt-4o,"gpt-4o (rolling alias, June 2026)",ChatAnywhere,react_minimal,verifier,1,ok,ok,success,True,success,none,none,False,none,0,0,False,True,1133,0,0,0.002832,D,rule,,,pending
